,Name,/people/deceased_person/date_of_death,/people/person/gender,/people/person/age,/people/person/date_of_birth
36659,Madeleine Delavaivre,2006-07-01,Female,[],1928-05-25 00:00:00
36661,Michele Malaspina,1979-01-13,Male,[],1908-08-16 00:00:00
36666,Robert Lombard,2003-09-26,Male,[],1921-03-18 00:00:00
36673,Kurt Schröder,1962-01-05,Male,[],1888-09-06 00:00:00
36696,Jack Joyce,2014-05-27,Male,[],1942-01-01 00:00:00
36935,Christina McAndleish Sharman,2003,Female,[],1914-01-01 00:00:00
36997,Jean-Marie Rivière,1996-04-23,Male,[],1926-05-18 00:00:00
37005,J. Christopher Stevens,2012-09-12,Male,[],1960-04-18 00:00:00
37009,Gino Mangini,1991-08-14,Male,[],1921-01-01 00:00:00
37062,Michele Cimarosa,1993,Male,[],1929-01-01 00:00:00
37124,Ron Whelan,1965-12-08,Male,[],1905-11-02 00:00:00
37142,Roberto Mariano,1990-11-14,Male,[],1969-01-01 00:00:00
37210,Elizabeth Evans,2004,Female,[],1944-09-16 00:00:00
37212,Richard Beauchamp,1994-10-27,Male,[],1950-02-07 00:00:00
37230,Walter J. Zable,2012-06-23,None,[],1915-06-17 00:00:00
37322,Carmelo Bernaola,2002-06-05,Male,[],1929-07-16 00:00:00
37340,Giancarlo Bigazzi,2012-01-19,Male,[],1940-09-05 00:00:00
37379,Annemarie Böll,2004-11-15,Female,[],1910-06-23 00:00:00
37387,Carlo Bertolazzi,1916-06-02,Male,[],1870-11-03 00:00:00
37395,Mario Corsi,1954-04-03,Male,[],1882-06-16 00:00:00
37437,Eva Limiñana,1953-09-27,Female,[],1905-01-01 00:00:00
37451,Ester Soré,1996-09-06,Female,[],1915-05-27 00:00:00
37454,Chela Bon,2010-01-23,Female,[],1930-01-01 00:00:00
37465,Ábris Basilides,1968-06-04,Male,[],1915-04-16 00:00:00
37478,José María Rodero,1991-05-14,Male,[],1922-12-26 00:00:00
37482,Elvira Quintillá,2013-12-27,Female,[],1928-09-19 00:00:00
37487,Renée Gardès,1972-01-06,Female,[],1887-01-12 00:00:00
37488,José María Lado,1961-10-17,Male,[],1895-09-13 00:00:00
37495,Attila Nagy,1992-05-13,Male,[],1933-02-12 00:00:00
37507,Carlos Serrano de Osma,1984-07-26,Male,[],1916-01-16 00:00:00
37520,Dany Mann,2010-05-29,Female,[],1938-02-21 00:00:00
37522,Rudolf Skoda,1955,Male,[],1881-01-01 00:00:00
37523,Terézia Ott,1969,Female,[],1888-01-01 00:00:00
37524,Massimo Terzano,1947-10-18,Male,[],1892-04-23 00:00:00
37532,Dudley Leslie,1998-01,Male,[],1905-09-25 00:00:00
37551,Rudolf Somogyvári,1976-09-27,Male,[],1916-11-30 00:00:00
37558,Vittorio Bersezio,1900-01-30,Male,[],1828-03-01 00:00:00
37571,Gabriel Llopart,1993-03-26,Male,[],1920-01-01 00:00:00
37581,William DeCinces,2012-02-10,Male,[],1928-06-27 00:00:00
37590,Ange Bastiani,1977-11-09,Male,[],1918-02-12 00:00:00
37602,Francis Patrick Creighton,2003-11-24,Male,[],1955-03-21 00:00:00
37624,Jucci Kellerman,1993-10-07,Female,[],1921-03-08 00:00:00
37628,Boris V. Bityukov,2002-01-15,Male,[],1921-04-25 00:00:00
37708,Hachiro Izawa,2007-01-17,Male,[],1937-03-18 00:00:00
37712,Konstantin Durov,1973,Male,[],1895-01-01 00:00:00
37713,Valentina Durova,1973,Female,[],1903-01-01 00:00:00
37722,Takehiko Maeda,2011-08-05,Male,[],1929-04-03 00:00:00
37738,Boramy Tioulong,2013-02-22,Male,[],1940-03-23 00:00:00
37750,Jack Specht,1988-07-13,None,[],1896-07-05 00:00:00
37784,Robert-Jules Garnier,1958-04-15,Male,[],1883-04-23 00:00:00
37790,Aydın Tezel,2011-03-08,Male,[],1929-10-09 00:00:00
37800,G.T. Sutton,1958-03-13,Male,[],1893-04-01 00:00:00
37867,Robert Nichols,2013-03-21,Male,[],1924-07-20 00:00:00
37890,Lucienne Granier,2005-10-30,Female,[],1923-11-29 00:00:00
37891,Colette Ripert,1999-05-15,Female,[],1930-01-17 00:00:00
37892,Victor Guyau,1980-12-22,Male,[],1910-07-29 00:00:00
37901,Betty Burstall,2013-06-14,Female,[],1926-02-04 00:00:00
37913,Frank Tanner,1966-01-22,Male,[],1909-01-01 00:00:00
37917,Sydney Lipton,1995-07-19,Male,[],1905-12-14 00:00:00
37930,Celia Lipton,2011-03-11,Female,[],1923-12-25 00:00:00
37932,Iris Tilley,2002,Female,[],1926-01-01 00:00:00
37933,Jacques Feydeau,1970,Male,[],1892-01-01 00:00:00
37934,Jean-Pierre Feydeau,1970-09-17,Male,[],1903-04-30 00:00:00
37935,Germaine Feydeau,1941,Female,[],1890-01-01 00:00:00
37960,Andrew Bishop,1959-09-10,Male,[],1894-08-16 00:00:00
38001,Geraldine Brock,2009-01-03,Female,[],1929-07-27 00:00:00
38030,Marie-Berthe Aurenche,1960,Female,[],1905-01-01 00:00:00
38046,Maurice Barry,1984,Male,[],1910-03-17 00:00:00
38058,Eric Kalkhurst,1957-10-13,Male,[],1900-11-13 00:00:00
38064,Charles Albertine,1986-05-18,Male,[],1929-02-24 00:00:00
38089,Louise Lara,1952-05-09,Female,[],1876-07-22 00:00:00
38090,Edouard Autant,1964-03-09,Male,[],1872-01-07 00:00:00
38113,Andrei Rasputin,1871-11,Male,[],1867-08-17 00:00:00
38114,Glikeriya Rasputina,1866-09,Female,[],1866-05-08 00:00:00
38122,Evdokiya Rasputina,1863,Female,[],1863-02-11 00:00:00
38190,Debuko Ôyama,1981-01-19,Female,[],1915-01-01 00:00:00
38235,Katsumi Yamamoto,1991,Male,[],1905-01-01 00:00:00
38269,William Woodfield,2001-11-24,Male,[],1928-01-21 00:00:00
38274,Peter Bourne,2001-06-24,Male,[],1923-07-09 00:00:00
38275,Hank Stohl,2008-12-15,Male,[],1927-07-01 00:00:00
38424,Jacqueline Roman,1981-06-06,Female,[],1920-01-01 00:00:00
38478,"George David Newhart, Sr.",1985,Male,[],1900-01-01 00:00:00
38479,Julia Pauline Newhart,1993,Female,[],1900-01-01 00:00:00
38571,Monica Kimick,1982-09-28,Female,[],1906-01-01 00:00:00
38603,Cyril Bristow,1978,Male,[],1899-01-01 00:00:00
38625,Georg Bruckbauer,1976-04-13,Male,[],1900-07-23 00:00:00
38627,Victor Lyndon,1996-09,Male,[],1918-12-19 00:00:00
38640,Lothar Brühne,1958-12-14,Male,[],1900-07-19 00:00:00
38659,Nadezhda Smoktunovskaya,1956-09,Female,[],1956-03-01 00:00:00
38669,Mikhail Petrovich Smoktunovich,1942,Male,[],1899-01-01 00:00:00
38670,Anna Akimovna Mahneva,1985,Female,[],1902-01-01 00:00:00
38715,Mattie Wilkes,1927-07-09,Female,[],1885-01-01 00:00:00
38733,Steve Gallon,2004-09-01,Male,[],1925-09-10 00:00:00
38739,Lillian McBride,2001-03-11,Female,[],1919-08-03 00:00:00
38740,Robert Baberske,1958-03-31,Male,[],1900-05-01 00:00:00
38742,Ernest Mayhand,2007-05-12,Male,[],1916-03-01 00:00:00
38744,Aubrey Baring,1987,None,[],1912-05-03 00:00:00
38772,Emma Trekman,2000-12-14,Female,[],1909-06-07 00:00:00
38790,Leroy Daniels,1993-12-11,Male,[],1928-11-28 00:00:00
38816,John Piffle,1951-05-26,Male,[],1886-11-20 00:00:00
38840,Hertha von Hagen,1962-06-02,Female,[],1876-02-20 00:00:00
38866,Tui Bow,1993-03-25,Female,[],1906-10-19 00:00:00
38867,Frank N. Seltzer,1977-04-07,Male,[],1900-02-22 00:00:00
38912,Peter Prouse,1986-11-25,Male,[],1919-01-05 00:00:00
38915,Katharine Smith,2002,Female,[],1933-01-01 00:00:00
38965,Gordon Dines,1982,Male,[],1911-06-04 00:00:00
38966,Max Revol,1967-12-23,Male,[],1894-04-21 00:00:00
38967,Eliane Monceau,1985-02-12,Female,[],1926-01-26 00:00:00
38968,Rolf Lefebvre,1974-12-09,Male,[],1916-10-12 00:00:00
38969,Larry Burns,1983,Male,[],1911-07-01 00:00:00
38988,Camille Guérini,1963-04-15,Male,[],1900-06-29 00:00:00
39025,Colin Campbell,1966-03-25,Male,[],1883-03-20 00:00:00
39027,John F. Bray,1955-05-03,Male,[],1906-01-01 00:00:00
39056,Joyce Haber,1993-07-29,Female,[],1932-12-28 00:00:00
39060,Alf Schnéevoigt,1982-04-22,Male,[],1915-12-25 00:00:00
39066,Moie Charles,1957,None,[],1911-01-01 00:00:00
39069,Michael Guillermin,1989-03-24,Male,[],1963-01-25 00:00:00
39243,Ringo Valenzuela,2011-05-25,Male,[],2011-05-25 00:00:00
39396,Gérard Gropaiz,2012-10-06,None,[],1943-08-01 00:00:00
39406,Mari Pålsdatter Andvord,1936,Female,[],1864-01-01 00:00:00
39407,Olav Olavsson Aukrust,1931,Male,[],1851-01-01 00:00:00
39476,Jennifer Bohr,1933,Female,[],1883-01-01 00:00:00
39505,Matthieu Galey,1986-02-23,Male,[],1934-08-09 00:00:00
39553,Peter Francis VanderSloot,1982,Male,[],1913-01-01 00:00:00
39562,Janet Manson,1961-08-10,Female,[],1917-12-19 00:00:00
39567,John Gerstad,1981-12-01,Male,[],1924-09-03 00:00:00
39577,Bob Kelly,2011-04-18,Male,[],1923-10-02 00:00:00
39579,J. Burgi Contner,1973-05-20,Male,[],1906-04-08 00:00:00
39733,Michael Sherbrooke,1957-04-03,Male,[],1874-12-15 00:00:00
39755,Monty M. Berman,2002-07-15,Male,[],1912-02-16 00:00:00
39768,Barbara Kydd Graves,2012-05-25,Female,[],1937-01-01 00:00:00
39770,John Fabricius,1964-11-23,Male,[],1871-09-30 00:00:00
39878,Yves Carcelle,2014-08-31,Male,[],1948-05-18 00:00:00
39952,Ellen O'Mara,2004-09-29,Female,[],1949-09-13 00:00:00
40137,Gina Louise,2008-01-01,Female,[],1970-08-16 00:00:00
40243,Federico Gamboa,1939-08-15,Male,[],1864-12-22 00:00:00
40245,Margaret Cullington,1925-07-18,Female,[],1885-08-01 00:00:00
40249,Joseph Bennett,1931-12-03,Male,[],1894-08-28 00:00:00
40266,Ewa Sałacka,2006-07-23,Female,[],1957-05-03 00:00:00
40270,George A. Billings,1934-04-15,Male,[],1870-11-22 00:00:00
40271,Louis Fitzroy,1947-01-26,Male,[],1870-11-24 00:00:00
40274,Jim Blackwell,1932-09-27,Male,[],1876-06-06 00:00:00
40305,Floyd Knudtson,1994-09-07,None,[],1902-01-31 00:00:00
40423,Grace Marie Trudeau Benson,2003-11-18,Female,[],1927-03-01 00:00:00
40444,Delores Martes Jackson,1994-08-27,Female,[],1955-04-01 00:00:00
40491,Max Krell,1962-06-11,Male,[],1887-09-24 00:00:00
40506,Albert Matterstock,1960-06-29,Male,[],1911-09-13 00:00:00
40508,Jutta Freybe,1971-02-28,Female,[],1917-09-11 00:00:00
40671,Eduard Murashov,2013-10-25,Male,[],1938-08-15 00:00:00
40838,Milada Ježková,1994,Female,[],1910-01-01 00:00:00
40845,Lino Miccichè,2004-06-30,Male,[],1934-07-31 00:00:00
40846,Andrea Barbato,1996-02-12,Male,[],1934-03-07 00:00:00
40853,Goffredo Bellisario,1961-08-05,Male,[],1912-12-11 00:00:00
40867,Juraj Červík,1995-04-12,Male,[],1924-04-01 00:00:00
40868,Alfonz Bednár,1989,Male,[],1914-01-01 00:00:00
40870,Andrej Vandlík,1985,Male,[],1925-01-01 00:00:00
41003,Rafi Peerzada,1974-04-11,Male,[],1898-03-21 00:00:00
41019,Janez K. Lapajne,2012-04-13,Male,[],1937-02-11 00:00:00
41033,Hans Breuer,1929,Male,[],1870-01-01 00:00:00
41038,Siegfried Breuer Jr.,2004-06,Male,[],1930-07-16 00:00:00
41063,Güzin Özipek,2000-08-12,Female,[],1925-03-11 00:00:00
41164,Hannibal Nazoa,2001-08-18,Male,[],1928-09-12 00:00:00
41216,Mor Neumann,1908,Male,[],1848-01-01 00:00:00
41218,Márta Molnár,1966-08-08,Female,[],1907-03-21 00:00:00
41259,Klára Pápay,1984-11-05,Female,[],1900-10-01 00:00:00
41264,Hugo Eywo,1953,Male,[],1877-02-13 00:00:00
41293,Gisela Werbisek,1956-04-10,Female,[],1875-04-08 00:00:00
41294,Josef Steinbach,1937-01-15,Male,[],1879-03-21 00:00:00
41295,Artur Ranzenhofer,1939,Male,[],1875-01-01 00:00:00
41297,Armin Seydelmann,1946-07-28,Male,[],1872-11-09 00:00:00
41298,Leopold Strassmeyer,1927-02-03,Male,[],1846-12-23 00:00:00
41300,Armin Berg,1956-11-23,Male,[],1883-05-09 00:00:00
41304,Ethel Scott,1999-02-25,Female,[],1925-05-11 00:00:00
41358,Gyula Bay,1994-11-30,Male,[],1926-03-19 00:00:00
41361,Ferenc Paláncz,2001-06-12,Male,[],1932-09-06 00:00:00
41364,Hitoshi Ikebe,1969,Male,[],1886-01-01 00:00:00
41372,Ferdinand Mayerhofer,1960-06-06,Male,[],1881-04-09 00:00:00
41373,Anny Milety,1948-11-19,Female,[],1898-03-20 00:00:00
41374,Hans Effenberger,1955-09-08,Male,[],1902-05-20 00:00:00
41376,Marie Griebl,1952-06-08,Female,[],1872-02-27 00:00:00
41401,Eugen Neufeld,1950-10-18,Male,[],1882-12-06 00:00:00
41415,Thomas Hennen Carter,1964,Male,[],1945-01-01 00:00:00
41427,Johannes Riemann,1959-09-30,Male,[],1888-05-31 00:00:00
41441,Carroll Sax,1981-01-04,None,[],1931-07-06 00:00:00
41463,Henry Herzbrun,1953-10-15,None,[],1885-02-10 00:00:00
41473,Tito Ribero,1984-07-18,Male,[],1915-05-16 00:00:00
41478,Courtenay Elliott,2001,Female,[],1918-01-01 00:00:00
41506,Jane Storm,1982-05-15,None,[],1894-11-04 00:00:00
41538,Rudolf Pajér Edler von Mayersperg,1934-04-24,Male,[],1858-09-17 00:00:00
41540,David Knapp,2006-02-10,Male,[],1938-09-25 00:00:00
41544,Antonio Ejercito,2005,Male,[],1932-01-01 00:00:00
41558,Ron Beckman,1999-01-13,None,[],1930-09-30 00:00:00
41561,Feliciano Brunelli,1981-08-27,None,[],1903-02-07 00:00:00
41593,David Holmes,1997-04-13,Male,[],1927-05-22 00:00:00
41594,Maria Bonelou,2007-08-30,Female,[],1940-01-01 00:00:00
41597,Leo Alphonso Milligan,1969,Male,[],1890-01-01 00:00:00
41622,William Dale Wales,2003-05-24,Male,[],1917-08-17 00:00:00
41635,Celene Allworth,1974,Female,[],1885-01-01 00:00:00
41663,Charles David Richardson,1998,Male,[],1945-01-01 00:00:00
41671,Rafael Calvo,1966,Male,[],1886-11-25 00:00:00
41675,Claude Hitchcock,2010-11,Male,[],1918-01-01 00:00:00
41697,Libero Pilotto,1900-05-06,Male,[],1854-03-27 00:00:00
41719,Dorothy Love,1979-11-27,Female,[],1904-12-21 00:00:00
41720,Marie Chambers,1933-03-21,Female,[],1888-01-01 00:00:00
41721,Frank Allworth,1935-09-02,Male,[],1883-01-01 00:00:00
41722,Alice Laidley,1926-06-25,Female,[],1903-01-01 00:00:00
41737,Erna Nitter,1986-06-17,Female,[],1888-08-28 00:00:00
41742,Antoine Galey,1976,Male,[],1880-01-01 00:00:00
41743,Mary Nadalet,1982,Female,[],1882-01-01 00:00:00
41753,André Legrand,1962,None,[],1896-02-10 00:00:00
41755,Jun Takada,2011-04-21,Male,[],1947-12-11 00:00:00
41758,Natalino Guillaume,1919,Male,[],1888-01-01 00:00:00
41773,Harold S. Sintzenich,1974-08,Male,[],1884-08-14 00:00:00
41794,Magda Haller,1981,Female,[],1915-01-01 00:00:00
41857,S. Roomai Noor,1996-03-16,Male,[],1923-02-22 00:00:00
41858,Siput Serawak,1999-06-03,Female,[],1920-01-01 00:00:00
41956,Virginia Martindale,2005-07-22,Female,[],1916-09-30 00:00:00
42022,Robin Williams,2004,None,[],1923-01-01 00:00:00
42113,Claire Drasin,2010,Female,[],1914-01-01 00:00:00
42115,Oscar Drasin,1963,Male,[],1911-01-01 00:00:00
42138,Michel Modo,2008-09-25,Male,[],1937-03-30 00:00:00
42161,Guy Grosso,2001-02-14,Male,[],1933-08-19 00:00:00
42169,Lev Sergeyevich Pushkin,1852-07-31,Male,[],1805-04-29 00:00:00
42171,Olga Pavlishcheva,1868,Female,[],1797-01-01 00:00:00
42176,Jacques Ferrière,2005-04-09,Male,[],1932-12-06 00:00:00
42180,Jean Droze,1995-11-03,Male,[],1925-06-26 00:00:00
42182,William Podmore,1963-09,Male,[],1888-09-24 00:00:00
42188,Carolyn Kelly Wallach,2004-07-09,Female,[],1960-12-01 00:00:00
42189,Guy Delorme,2005-12-26,Male,[],1929-05-23 00:00:00
42224,Barbara Mankowitz,2002-08-25,Female,[],1927-04-12 00:00:00
42288,Leslie Joseph,2002-06-24,Male,[],1925-08-02 00:00:00
42351,Hans Bergström,2004-04-04,Male,[],1935-08-14 00:00:00
42373,Patrick Filmer-Sankey,1995-11,Male,[],1925-04-07 00:00:00
42442,Eugene Wood,1971-01-22,Male,[],1903-10-27 00:00:00
42477,Lola Müthel,2011-12-11,Female,[],1919-03-09 00:00:00
42483,Abram Topor,1992,Male,[],1903-02-24 00:00:00
42502,Helen A. Myron,1983-09-11,Female,[],1905-04-14 00:00:00
42508,Jim Duffy,2012-03-23,Male,[],1937-07-02 00:00:00
42511,Henri-François Rey,1987-07-22,Male,[],1919-07-31 00:00:00
42546,Juana Sujo,1961-07-12,Female,[],1918-01-01 00:00:00
42561,América Barrio,2001-10-05,Female,[],1917-09-11 00:00:00
42573,Clotilde Borella,1997-11-11,Female,[],1928-01-01 00:00:00
42574,Robert Navarro,1976,Male,[],1912-01-01 00:00:00
42611,Ricardo Passano,1974,Male,[],1892-01-01 00:00:00
42636,Hesperia,1959-05-30,Female,[],1885-07-09 00:00:00
42643,Olive Milbourn,1994-06-23,Female,[],1909-06-16 00:00:00
42647,Frank Waters,1954,Male,[],1909-01-01 00:00:00
42664,Ariel Severino,1967-07-29,Male,[],1920-01-01 00:00:00
42679,Oliver Woods,1972,Male,[],1911-01-01 00:00:00
42698,Carlo Wieth,1943-06-30,Male,[],1885-12-11 00:00:00
42699,Agnes Thorberg Wieth,1981-02-25,Female,[],1886-05-31 00:00:00
42712,Edward Trevor,2009-03-19,Male,[],1910-03-11 00:00:00
42713,Ronald Ibbs,1990-04-13,Male,[],1915-08-24 00:00:00
42735,Maureen Halligan,2008-10-19,Female,[],1914-05-05 00:00:00
42738,Tina Xeo,1992-07-12,Female,[],1902-08-03 00:00:00
42777,Vin Taylor,1961-01-27,Male,[],1896-04-03 00:00:00
42783,Juan Ehlert,1982-08-28,Male,[],1901-03-18 00:00:00
42793,Jesús Pampín,1988-05,Male,[],1905-08-13 00:00:00
42795,Qiu Liu,2002-04-28,Male,[],1913-01-01 00:00:00
42809,David Hume,1945-02-06,None,[],1906-01-01 00:00:00
42834,Haruo Shikanai,1988-04-16,Male,[],1945-05-15 00:00:00
42835,André Matarazzo,1964,Male,[],1919-01-01 00:00:00
42853,Heinrich Fuchs,1961-04,Male,[],1896-06-06 00:00:00
42867,Charles Tasto,1976-10,Male,[],1890-12-26 00:00:00
42881,Philipp Manning,1951-04-09,Male,[],1869-11-23 00:00:00
42920,Eduardo Cuitiño,1963-11-26,Male,[],1908-01-01 00:00:00
42930,Victor Lucas,2001,Male,[],1919-07-12 00:00:00
42936,Jeremy Geidt,2013-08-06,Male,[],1930-01-01 00:00:00
42939,Neely Plumb,2000-10-04,Male,[],1912-11-17 00:00:00
42945,Bob Lockwood,1989-06-15,Male,[],1937-10-05 00:00:00
42959,Steven Allen Lewis,1962,Male,[],1959-01-01 00:00:00
42971,Alfonso De Grazia,2000-11-28,Male,[],1932-11-20 00:00:00
42975,William Jordan,2004-01-01,Male,[],1918-03-27 00:00:00
42977,Fanny Navarro,1971-03-18,Female,[],1920-01-01 00:00:00
42997,Paolo Gallico,1955-07-06,Male,[],1868-05-13 00:00:00
43003,Eva May,1924-09-10,Female,[],1902-05-29 00:00:00
43005,Christian Kayßler,1944-03-10,Male,[],1898-06-14 00:00:00
43018,Sikatuna Antonio Garcia,1983,Male,[],1929-01-01 00:00:00
43038,Wilfredo Jiménez,2003-09,None,[],1915-01-01 00:00:00
43051,Jean Forbes-Robertson,1962-12-24,Female,[],1905-03-16 00:00:00
43099,Jan Mikael Ekman,1927-04-09,Male,[],1926-07-04 00:00:00
43131,Teresa Boetti Valvassura,1930-03-10,Female,[],1851-01-01 00:00:00
43185,Phyllis Fine,1989-04-03,Female,[],1929-02-09 00:00:00
43195,Leopold Blonder,1932-09-20,None,[],1893-07-01 00:00:00
43196,Willy Schiller,1973-07-17,Male,[],1899-08-11 00:00:00
43212,Guma Zorrilla,2001-07-19,Female,[],1919-12-28 00:00:00
43219,Lucio D'Ambra,1939-12-31,Male,[],1880-11-01 00:00:00
43223,Harry Nestor,1969-11-11,Male,[],1893-03-11 00:00:00
43224,Anita Mey,2006,Female,[],1912-05-02 00:00:00
43225,Bernd Aldor,1950-10-20,Male,[],1881-03-23 00:00:00
43237,Gustavo Lombardo,1951-03-15,Male,[],1885-09-03 00:00:00
43244,Lister Laurance,1977,Male,[],1912-02-13 00:00:00
43245,Igor Ledogorov,2005-02-10,Male,[],1932-05-09 00:00:00
43265,Leda Gys,1957-10-02,Female,[],1892-03-10 00:00:00
43280,Lili Móricz,1999-08,Female,[],1915-04-27 00:00:00
43300,Anna Margaretha Lindheimer,1783-04-18,Female,[],1711-07-23 00:00:00
43302,Tranquillo Bianco,1926-05-18,Male,[],1883-07-20 00:00:00
43308,Johann Wolfgang Textor,1771-02-06,Male,[],1693-12-11 00:00:00
43313,Doreen Lawrence,2013-06-15,Female,[],1919-07-13 00:00:00
43320,Umberto Palmarini,1934-12-31,Male,[],1881-11-11 00:00:00
43334,Giuseppe Brignone,1937-07-16,Male,[],1854-09-15 00:00:00
43345,Catherine Charlotte Raban,1954,Female,[],1870-01-01 00:00:00
43353,Ángel Fernández,2006-05-23,Male,[],1925-08-02 00:00:00
43358,Antonín Kinský,2012-05-28,Male,[],1955-11-08 00:00:00
43362,Mary Waugh,1940-12-02,Female,[],1940-12-01 00:00:00
43363,Margaret Evelyn Waugh,1986,Female,[],1942-06-10 00:00:00
43380,Colonel Robert Lewis Raymont,2005,Male,[],1908-01-01 00:00:00
43404,Ronald Fletcher,1996-02-06,Male,[],1910-07-10 00:00:00
43406,Kyoko Natsume,1963-04-18,Female,[],1877-07-21 00:00:00
43411,Mary McNeil Fenollosa,1954,Female,[],1865-01-01 00:00:00
43417,Susanna Clark,2012-06-27,Female,[],1939-03-11 00:00:00
43428,Marty Morin,2002-02-20,Female,[],1923-09-05 00:00:00
43438,Dora Menichelli,1993,Female,[],1896-01-01 00:00:00
43439,Lilla Menichelli,1974,Female,[],1884-01-01 00:00:00
43440,Alfredo Menichelli,1979-07-03,Male,[],1900-02-07 00:00:00
43441,Shawn Marie Love,2004,Female,[],1966-01-01 00:00:00
43453,Ann De Chiara,2007-03-20,Female,[],1917-11-01 00:00:00
43488,Shigemasa Toda,1987-01-25,Male,[],1928-02-03 00:00:00
43594,Valerie Gearon,2003-07-09,Female,[],1937-09-27 00:00:00
43652,Sally Nicholl,1981-11-29,Female,[],1900-01-01 00:00:00
43678,Ruggero Ruggeri,1953-07-20,Male,[],1871-11-14 00:00:00
43706,Joe Garner,1998-10-27,None,[],1909-02-11 00:00:00
43793,Linda Gray,1995-03-07,Female,[],1910-07-10 00:00:00
43814,Jack Ary,1974-09-23,Male,[],1919-11-23 00:00:00
43819,Jean Meyer,2003-01-08,Male,[],1914-01-14 00:00:00
43821,Edith Florence Howard,1962,Female,[],1888-01-01 00:00:00
43822,Francis Alfred William,1935,Male,[],1887-01-01 00:00:00
43830,Andrés Restrepo,1988-01-08,Male,[],1974-01-01 00:00:00
43831,Santiago Restrepo,1988-01-08,Male,[],1971-01-01 00:00:00
43834,Louis Mesenkop,1974-02-19,Male,[],1903-02-06 00:00:00
43919,"Captain Logan Carlisle Ramsey, Sr",1972-09-26,Male,[],1898-02-26 00:00:00
43930,Marge Brinkley,2012-09-09,Female,[],1930-09-23 00:00:00
43945,Betty Clooney,1976-08-05,Female,[],1931-04-12 00:00:00
44001,Hong Junyan,2012-09-06,Male,[],1932-03-08 00:00:00
44026,Ferrol Redd,1965-10-06,Male,[],1893-03-25 00:00:00
44042,Damian Cavazza,2009-03-20,Male,[],1973-03-19 00:00:00
44043,Kristijan Cavazza,1991,Male,[],1969-01-01 00:00:00
44080,Jacques Terrane,1941-06-20,Male,[],1915-08-23 00:00:00
44086,Mimmo Poli,1986-04-04,Male,[],1920-04-11 00:00:00
44087,Aldo Pini,1990-02-11,Male,[],1909-04-06 00:00:00
44128,Enrico Roma,1941-11,Male,[],1888-01-01 00:00:00
44129,Franz Sala,1952-11,Male,[],1886-12-17 00:00:00
44137,Alfredo Boccolini,1956-02-05,Male,[],1885-12-29 00:00:00
44140,Drue Leyton,1997-02-08,Female,[],1903-06-12 00:00:00
44141,Annie Mar,1955-02-04,Female,[],1895-12-13 00:00:00
44149,Giulia Cassini-Rizzotto,1943-08-24,Female,[],1865-06-15 00:00:00
44207,Clive Richardson,1998-11-11,Male,[],1909-06-23 00:00:00
44220,Irvin Ashkenazy,2012-12-19,Male,[],1910-12-31 00:00:00
44266,Bill Kirby,1996-10,Male,[],1913-10-23 00:00:00
44285,Zelma Wilson,1996-05-10,Female,[],1918-11-23 00:00:00
44293,Dimo Bolyarov,1990-03-23,Male,[],1934-02-10 00:00:00
44334,Yuri Medvedev,1991-07-19,Male,[],1920-04-01 00:00:00
44351,Isai Kuznetsov,2010-07-28,None,[],1916-11-30 00:00:00
44352,Avenir Zak,1974-07-11,None,[],1919-10-20 00:00:00
44363,Yvonne Fleuriel,1963-01-09,Female,[],1889-07-07 00:00:00
44364,Alfonso Cassini,1921-08-06,Male,[],1858-03-01 00:00:00
44438,Clark Ramsey,1964-01-04,Male,[],1898-11-10 00:00:00
44443,Leopoldo Penna Franca,2012-09-19,None,[],1959-04-07 00:00:00
44452,Bassano Vaccarini,2002-04-07,Male,[],1914-08-01 00:00:00
44474,Nat Tanchuck,1978-01-12,Male,[],1912-12-03 00:00:00
44510,Lois Smith,2012-10-07,Female,[],1928-03-01 00:00:00
44542,Therese Behr Schnabel,1959-01-30,Female,[],1876-09-14 00:00:00
44544,Kataoka Nizaemon VII,1837-04-05,Male,[],1755-01-01 00:00:00
44580,Robert McIntyre,1952-05-31,Male,[],1882-12-30 00:00:00
44588,John Burton Jr.,2008-12-05,Male,[],1932-01-01 00:00:00
44602,Kawarasaki Gonnosuke VI,1868,Male,[],1814-01-01 00:00:00
44604,Anne Darling,1991-08-03,Female,[],1915-07-16 00:00:00
44605,Ted Billings,1947-07-05,Male,[],1880-04-07 00:00:00
44641,Matsumoto Kōshirō V,1838-07-01,Male,[],1764-01-01 00:00:00
44642,Junko Sakuma,2011-03-04,Female,[],1964-01-19 00:00:00
